userName,score,at,content,polarity_score,sentiment,content_stopwords,content_stemmed,cleaned_tokenized_stemmed,cleaned_sentence
Soelis Widayanto,1,6/14/2024 13:12,maps nya sungguh kacau berantakan setiap mau sampai lokasi titik mengapa malah jadi kecil maps nya adabelokan apa tidak gk kelihatan di update bukan nya tmbh bagus malah nyungsep bagusan yang versi lama malahan tolong ditinjau kembali agar tidak mengecewakan pengguna,-32,NEGATIVE,maps nya sungguh kacau berantakan mau lokasi titik malah jadi kecil maps nya adabelokan apa gk kelihatan update bukan nya tmbh bagus malah nyungsep bagusan versi lama malahan ditinjau mengecewakan pengguna,maps nya sungguh kacau beranta mau lokasi titik malah jadi kecil maps nya adabelokan apa gk lihat update bukan nya tmbh bagus malah nyungsep bagus versi lama malah tinjau kecewa guna,"['maps', 'nya', 'sungguh', 'kacau', 'beranta', 'mau', 'lokasi', 'titik', 'malah', 'jadi', 'kecil', 'maps', 'nya', 'adabelokan', 'apa', 'gk', 'lihat', 'update', 'bukan', 'nya', 'tmbh', 'bagus', 'malah', 'nyungsep', 'bagus', 'versi', 'lama', 'malah', 'tinjau', 'kecewa', 'guna']",maps nya sungguh kacau beranta mau lokasi titik malah jadi kecil maps nya adabelokan apa gk lihat update bukan nya tmbh bagus malah nyungsep bagus versi lama malah tinjau kecewa guna
Alen Bobo,2,6/14/2024 10:36,sudah setahun lebih maps belum adafoto satelit baru dari  akhir sampai dengan skg  kelihatan tanah kosong saja padahal sudah jadi komplek setahun lebih,-12,NEGATIVE,setahun lebih maps adafoto satelit baru akhir skg kelihatan tanah kosong padahal jadi komplek setahun lebih,tahun lebih maps adafoto satelit baru akhir skg lihat tanah kosong padahal jadi komplek tahun lebih,"['tahun', 'lebih', 'maps', 'adafoto', 'satelit', 'baru', 'akhir', 'skg', 'lihat', 'tanah', 'kosong', 'padahal', 'jadi', 'komplek', 'tahun', 'lebih']",tahun lebih maps adafoto satelit baru akhir skg lihat tanah kosong padahal jadi komplek tahun lebih
Dhaiya Phonk,4,6/14/2024 6:41,halo google aplikasi oke tapi terkadang lokasi siap danperjalanan tidak sesuai kalau bisa di pantai dandi perbaiki sistemn ya untukarea surabaya utara dari jalan dangang kampung terimakasih google,9,POSITIVE,halo google aplikasi oke terkadang lokasi siap danperjalanan sesuai kalau pantai dandi perbaiki sistemn untukarea surabaya utara jalan dangang kampung terimakasih google,halo google aplikasi oke terkadang lokasi siap danperjalanan sesuai kalau pantai dandi baik sistemn untukarea surabaya utara jalan dangang kampung terimakasih google,"['halo', 'google', 'aplikasi', 'oke', 'terkadang', 'lokasi', 'siap', 'danperjalanan', 'sesuai', 'kalau', 'pantai', 'dandi', 'baik', 'sistemn', 'untukarea', 'surabaya', 'utara', 'jalan', 'dangang', 'kampung', 'terimakasih', 'google']",halo google aplikasi oke terkadang lokasi siap danperjalanan sesuai kalau pantai dandi baik sistemn untukarea surabaya utara jalan dangang kampung terimakasih google
Samuel Stefanus,5,6/13/2024 21:35,untuk masukan update ke depan saya kasih masukan agar adasistem kendaraan mobil kecil danmobil besar karena semua driver tidak semuanya mengendarai mobil pribadi mobil kecil agar sistem jalan nya adasendiri pengalaman saya menggunakan maps mengendarai mobil besar di arahin ke jalan yang kecil mana bisa tolong deh di update lagi dari pihak pengembang,-39,NEGATIVE,masukan update depan kasih masukan adasistem kendaraan mobil kecil danmobil besar semua driver semuanya mengendarai mobil pribadi mobil kecil sistem jalan nya adasendiri pengalaman menggunakan maps mengendarai mobil besar arahin jalan kecil mana deh update pihak pengembang,masuk update depan kasih masuk adasistem kendara mobil kecil danmobil besar semua driver semua kendara mobil pribadi mobil kecil sistem jalan nya adasendiri alam guna maps kendara mobil besar arahin jalan kecil mana deh update pihak kembang,"['masuk', 'update', 'depan', 'kasih', 'masuk', 'adasistem', 'kendara', 'mobil', 'kecil', 'danmobil', 'besar', 'semua', 'driver', 'semua', 'kendara', 'mobil', 'pribadi', 'mobil', 'kecil', 'sistem', 'jalan', 'nya', 'adasendiri', 'alam', 'guna', 'maps', 'kendara', 'mobil', 'besar', 'arahin', 'jalan', 'kecil', 'mana', 'deh', 'update', 'pihak', 'kembang']",masuk update depan kasih masuk adasistem kendara mobil kecil danmobil besar semua driver semua kendara mobil pribadi mobil kecil sistem jalan nya adasendiri alam guna maps kendara mobil besar arahin jalan kecil mana deh update pihak kembang
ZUL 383,2,6/13/2024 21:01,jangan  percaya google mapa bijak menggunakan aplikasi ini danselalu bertanya daerah yang dikira sangat asing danhati jika melewat jembatan,-15,NEGATIVE,jangan percaya google mapa bijak menggunakan aplikasi danselalu bertanya daerah dikira sangat asing danhati melewat jembatan,jangan percaya google mapa bijak guna aplikasi danselalu tanya daerah kira sangat asing danhati lewat jembatan,"['jangan', 'percaya', 'google', 'mapa', 'bijak', 'guna', 'aplikasi', 'danselalu', 'tanya', 'daerah', 'kira', 'sangat', 'asing', 'danhati', 'lewat', 'jembatan']",jangan percaya google mapa bijak guna aplikasi danselalu tanya daerah kira sangat asing danhati lewat jembatan
Alfariz R,1,6/13/2024 18:03,tidak sesuai bang mapsnya portalnya tidak dukung di bus  mohon update secara keseluruhan agar fitur portal bisa digunakan di semua jenis kendaraan,-9,NEGATIVE,sesuai bang mapsnya portalnya dukung bus mohon update keseluruhan fitur portal digunakan semua jenis kendaraan,sesuai bang mapsnya portal dukung bus mohon update seluruh fitur portal guna semua jenis kendara,"['sesuai', 'bang', 'mapsnya', 'portal', 'dukung', 'bus', 'mohon', 'update', 'seluruh', 'fitur', 'portal', 'guna', 'semua', 'jenis', 'kendara']",sesuai bang mapsnya portal dukung bus mohon update seluruh fitur portal guna semua jenis kendara
Mohammad Sjaiful Aziz,5,6/13/2024 16:02,kalau bisa ditambahi untukkendaraan muatan barang soalnya kadang adajalan larangan untukkendaraan bermuatan yang mungkin driver terlalu fokus melihat rute danmengabaikan rambu rambu lalu lintas,-8,NEGATIVE,kalau ditambahi untukkendaraan muatan barang soalnya kadang adajalan larangan untukkendaraan bermuatan mungkin driver terlalu fokus melihat rute danmengabaikan rambu rambu lalu lintas,kalau tambah untukkendaraan muat barang soal kadang adajalan larang untukkendaraan muat mungkin driver terlalu fokus lihat rute danmengabaikan rambu rambu lalu lintas,"['kalau', 'tambah', 'untukkendaraan', 'muat', 'barang', 'soal', 'kadang', 'adajalan', 'larang', 'untukkendaraan', 'muat', 'mungkin', 'driver', 'terlalu', 'fokus', 'lihat', 'rute', 'danmengabaikan', 'rambu', 'rambu', 'lalu', 'lintas']",kalau tambah untukkendaraan muat barang soal kadang adajalan larang untukkendaraan muat mungkin driver terlalu fokus lihat rute danmengabaikan rambu rambu lalu lintas
Riri ayu Handayani,2,6/13/2024 6:53,kenapa semarang linimasa saya tidak berjalan ya danada tulisannya pergi pukul  padahal jam segitu saya dirumah dantidak meninggalkan tempat tersebut setelah adapilihan pencadangan akhirnya maps saya tidak berfungsi dengan baik kembalikan ke pengaturan normal dong maps nya,-27,NEGATIVE,semarang linimasa berjalan danada tulisannya pergi pukul padahal jam segitu dirumah dantidak meninggalkan tempat tersebut adapilihan pencadangan akhirnya maps berfungsi baik kembalikan pengaturan normal dong maps nya,semarang linimasa jalan danada tulis pergi pukul padahal jam segitu rumah dantidak tinggal tempat sebut adapilihan cadang akhir maps fungsi baik kembali atur normal dong maps nya,"['semarang', 'linimasa', 'jalan', 'danada', 'tulis', 'pergi', 'pukul', 'padahal', 'jam', 'segitu', 'rumah', 'dantidak', 'tinggal', 'tempat', 'sebut', 'adapilihan', 'cadang', 'akhir', 'maps', 'fungsi', 'baik', 'kembali', 'atur', 'normal', 'dong', 'maps', 'nya']",semarang linimasa jalan danada tulis pergi pukul padahal jam segitu rumah dantidak tinggal tempat sebut adapilihan cadang akhir maps fungsi baik kembali atur normal dong maps nya
Shodiek,1,6/12/2024 22:58,kacau maps nya kalau sudah masuk gang pasti nyasar dankadang tidak sesuai biar alamat pinggir jalan raya besar juga di kasih nyasar kan tidak nyambung mohon di tingkatkan lagi dong maps nya,-25,NEGATIVE,kacau maps nya kalau masuk gang nyasar dankadang sesuai biar alamat pinggir jalan raya besar kasih nyasar kan nyambung mohon tingkatkan dong maps nya,kacau maps nya kalau masuk gang nyasar dankadang sesuai biar alamat pinggir jalan raya besar kasih nyasar kan nyambung mohon tingkat dong maps nya,"['kacau', 'maps', 'nya', 'kalau', 'masuk', 'gang', 'nyasar', 'dankadang', 'sesuai', 'biar', 'alamat', 'pinggir', 'jalan', 'raya', 'besar', 'kasih', 'nyasar', 'kan', 'nyambung', 'mohon', 'tingkat', 'dong', 'maps', 'nya']",kacau maps nya kalau masuk gang nyasar dankadang sesuai biar alamat pinggir jalan raya besar kasih nyasar kan nyambung mohon tingkat dong maps nya
Sefti Winatia,5,6/12/2024 19:29,google maps adalah aplikasi navigasi yang luar biasa fitur pencarian lokasi yang akurat danpeta yang terperinci membuat perjalanan menjadi lebih mudah danefisien pokonya gmaps mantap sangat membantu saat menuju alamat yang baru pertama kali di tuju,-19,NEGATIVE,google maps aplikasi navigasi luar biasa fitur pencarian lokasi akurat danpeta terperinci membuat perjalanan menjadi lebih mudah danefisien pokonya gmaps mantap sangat membantu menuju alamat baru pertama kali tuju,google maps aplikasi navigasi luar biasa fitur cari lokasi akurat danpeta perinci buat jalan jadi lebih mudah danefisien poko gmaps mantap sangat bantu tuju alamat baru pertama kali tuju,"['google', 'maps', 'aplikasi', 'navigasi', 'luar', 'biasa', 'fitur', 'cari', 'lokasi', 'akurat', 'danpeta', 'perinci', 'buat', 'jalan', 'jadi', 'lebih', 'mudah', 'danefisien', 'poko', 'gmaps', 'mantap', 'sangat', 'bantu', 'tuju', 'alamat', 'baru', 'pertama', 'kali', 'tuju']",google maps aplikasi navigasi luar biasa fitur cari lokasi akurat danpeta perinci buat jalan jadi lebih mudah danefisien poko gmaps mantap sangat bantu tuju alamat baru pertama kali tuju
Erma Kurniawati,5,6/12/2024 15:10,sangat membantu apalagi kalau lagi survey cek tempat menginap di kota lain cari makanan yang enak juga bagus pake maps alhamdulillah tidak pernah nyasar kalau dipakai untukcari alamat yang baru dikunjungi,-30,NEGATIVE,sangat membantu kalau survey cek tempat menginap kota cari makanan enak bagus pake maps alhamdulillah pernah nyasar kalau dipakai untukcari alamat baru dikunjungi,sangat bantu kalau survey cek tempat inap kota cari makan enak bagus pake maps alhamdulillah pernah nyasar kalau pakai untukcari alamat baru kunjung,"['sangat', 'bantu', 'kalau', 'survey', 'cek', 'tempat', 'inap', 'kota', 'cari', 'makan', 'enak', 'bagus', 'pake', 'maps', 'alhamdulillah', 'pernah', 'nyasar', 'kalau', 'pakai', 'untukcari', 'alamat', 'baru', 'kunjung']",sangat bantu kalau survey cek tempat inap kota cari makan enak bagus pake maps alhamdulillah pernah nyasar kalau pakai untukcari alamat baru kunjung
Resta Lestari,5,6/12/2024 14:01,coba tambah opsi untukmobilnya misal mobil pribadi bengkel double soalnya pemakai maps bukan hanya mobil kecil,-4,NEGATIVE,coba tambah opsi untukmobilnya misal mobil pribadi bengkel double soalnya pemakai maps bukan mobil kecil,coba tambah opsi untukmobilnya misal mobil pribadi bengkel double soal pakai maps bukan mobil kecil,"['coba', 'tambah', 'opsi', 'untukmobilnya', 'misal', 'mobil', 'pribadi', 'bengkel', 'double', 'soal', 'pakai', 'maps', 'bukan', 'mobil', 'kecil']",coba tambah opsi untukmobilnya misal mobil pribadi bengkel double soal pakai maps bukan mobil kecil
Yuyu,4,6/12/2024 7:40,google maps kenapa sekarang linimasa gak bisa perangkat lain hp kemaren enak saja sekarang malah harus pakai persingkat sendiri kan jadi gak bisa pantau perangkat lain di hp kita tolong dong dikembalikan seperti dulu,-17,NEGATIVE,google maps sekarang linimasa gak perangkat hp kemaren enak sekarang malah pakai persingkat sendiri kan jadi gak pantau perangkat hp dong dikembalikan dulu,google maps sekarang linimasa gak perangkat hp kemaren enak sekarang malah pakai singkat sendiri kan jadi gak pantau perangkat hp dong kembali dulu,"['google', 'maps', 'sekarang', 'linimasa', 'gak', 'perangkat', 'hp', 'kemaren', 'enak', 'sekarang', 'malah', 'pakai', 'singkat', 'sendiri', 'kan', 'jadi', 'gak', 'pantau', 'perangkat', 'hp', 'dong', 'kembali', 'dulu']",google maps sekarang linimasa gak perangkat hp kemaren enak sekarang malah pakai singkat sendiri kan jadi gak pantau perangkat hp dong kembali dulu
Tailbarqhoi Barqhoi,3,6/12/2024 7:13,kuota banyak tetapi sering hilang signal gps untukkacau perjalanan tidak seperti dulu lancar sekarang tambah kacau selalu bilang signal gps hilang,-2,NEGATIVE,kuota banyak sering hilang signal gps untukkacau perjalanan dulu lancar sekarang tambah kacau selalu bilang signal gps hilang,kuota banyak sering hilang signal gps untukkacau jalan dulu lancar sekarang tambah kacau selalu bilang signal gps hilang,"['kuota', 'banyak', 'sering', 'hilang', 'signal', 'gps', 'untukkacau', 'jalan', 'dulu', 'lancar', 'sekarang', 'tambah', 'kacau', 'selalu', 'bilang', 'signal', 'gps', 'hilang']",kuota banyak sering hilang signal gps untukkacau jalan dulu lancar sekarang tambah kacau selalu bilang signal gps hilang
Alesha Joice Fayola,1,6/12/2024 4:27,tolong kembalikan maps ke versi lama kenapa maps sekarang tidak bisa buka linimasa harus memakai hp versi tertentu kembalikan seperti dulu yang bisa buka linimasa di tiap tipe hp dansetiap waktu,-19,NEGATIVE,kembalikan maps versi lama maps sekarang buka linimasa memakai hp versi tertentu kembalikan dulu buka linimasa tiap tipe hp dansetiap waktu,kembali maps versi lama maps sekarang buka linimasa pakai hp versi tentu kembali dulu buka linimasa tiap tipe hp dansetiap waktu,"['kembali', 'maps', 'versi', 'lama', 'maps', 'sekarang', 'buka', 'linimasa', 'pakai', 'hp', 'versi', 'tentu', 'kembali', 'dulu', 'buka', 'linimasa', 'tiap', 'tipe', 'hp', 'dansetiap', 'waktu']",kembali maps versi lama maps sekarang buka linimasa pakai hp versi tentu kembali dulu buka linimasa tiap tipe hp dansetiap waktu
Andriano Gilang Permana,2,6/11/2024 21:59,kenapa navigasi nya tidak ikutin arahan dari maps malah kita sendiri yang zoom maps nya tolong diperbaiki secepatnya sangat mengecewakan,-20,NEGATIVE,navigasi nya ikutin arahan maps malah sendiri zoom maps nya diperbaiki secepatnya sangat mengecewakan,navigasi nya ikutin arah maps malah sendiri zoom maps nya baik cepat sangat kecewa,"['navigasi', 'nya', 'ikutin', 'arah', 'maps', 'malah', 'sendiri', 'zoom', 'maps', 'nya', 'baik', 'cepat', 'sangat', 'kecewa']",navigasi nya ikutin arah maps malah sendiri zoom maps nya baik cepat sangat kecewa
Erna Widia,5,6/11/2024 18:31,google maps adalah salah satu aplikasi yang bisa membantu orang yang susah mencari suatu jalan tempat aplikasi ini keren bisa lebih memudahkan suatu pengemudi ketika kebingungan mencari jalan,-26,NEGATIVE,google maps salah satu aplikasi membantu orang susah mencari suatu jalan tempat aplikasi keren lebih memudahkan suatu pengemudi kebingungan mencari jalan,google maps salah satu aplikasi bantu orang susah cari suatu jalan tempat aplikasi keren lebih mudah suatu kemudi bingung cari jalan,"['google', 'maps', 'salah', 'satu', 'aplikasi', 'bantu', 'orang', 'susah', 'cari', 'suatu', 'jalan', 'tempat', 'aplikasi', 'keren', 'lebih', 'mudah', 'suatu', 'kemudi', 'bingung', 'cari', 'jalan']",google maps salah satu aplikasi bantu orang susah cari suatu jalan tempat aplikasi keren lebih mudah suatu kemudi bingung cari jalan
Suharno Semito,4,6/11/2024 18:24,sudah banyak peningkatan namun perlu adapeningkatan lagi yaitu perlu adapilihan mode siang danmode malam otomatis seperti di aplikasi navigasi sebelah ketika jam   mode siang temanya terang saat jam   masuk mode malam tema gelap sehingga tidak menyilaukan mata saat mengemudi pada malam hari,-22,NEGATIVE,banyak peningkatan perlu adapeningkatan perlu adapilihan mode siang danmode malam otomatis aplikasi navigasi sebelah jam mode siang temanya terang jam masuk mode malam tema gelap menyilaukan mata mengemudi malam hari,banyak tingkat perlu adapeningkatan perlu adapilihan mode siang danmode malam otomatis aplikasi navigasi belah jam mode siang tema terang jam masuk mode malam tema gelap silau mata kemudi malam hari,"['banyak', 'tingkat', 'perlu', 'adapeningkatan', 'perlu', 'adapilihan', 'mode', 'siang', 'danmode', 'malam', 'otomatis', 'aplikasi', 'navigasi', 'belah', 'jam', 'mode', 'siang', 'tema', 'terang', 'jam', 'masuk', 'mode', 'malam', 'tema', 'gelap', 'silau', 'mata', 'kemudi', 'malam', 'hari']",banyak tingkat perlu adapeningkatan perlu adapilihan mode siang danmode malam otomatis aplikasi navigasi belah jam mode siang tema terang jam masuk mode malam tema gelap silau mata kemudi malam hari
Fuad Adiyansyah,1,6/11/2024 10:21,posisi orang sudah sampai di titik lokasi tetapi kendaraan masih jauh tertinggal aplikasi kerjanya lambat danlama,-11,NEGATIVE,posisi orang titik lokasi kendaraan jauh tertinggal aplikasi kerjanya lambat danlama,posisi orang titik lokasi kendara jauh tinggal aplikasi kerja lambat danlama,"['posisi', 'orang', 'titik', 'lokasi', 'kendara', 'jauh', 'tinggal', 'aplikasi', 'kerja', 'lambat', 'danlama']",posisi orang titik lokasi kendara jauh tinggal aplikasi kerja lambat danlama
Rahma Liza,5,6/11/2024 5:56,sangat membantu untukberpergian kebanyak tempat tidak repot bertanya kesetiap orang cukup dgn google maps hampir semua daerah sudah terjangkau dgn google maps semoga kedepan semakin sempurna lagi terimakasih google maps,-17,NEGATIVE,sangat membantu untukberpergian kebanyak tempat repot bertanya kesetiap orang cukup dgn google maps hampir semua daerah terjangkau dgn google maps semoga kedepan semakin sempurna terimakasih google maps,sangat bantu untukberpergian banyak tempat repot tanya tiap orang cukup dgn google maps hampir semua daerah jangkau dgn google maps moga depan makin sempurna terimakasih google maps,"['sangat', 'bantu', 'untukberpergian', 'banyak', 'tempat', 'repot', 'tanya', 'tiap', 'orang', 'cukup', 'dgn', 'google', 'maps', 'hampir', 'semua', 'daerah', 'jangkau', 'dgn', 'google', 'maps', 'moga', 'depan', 'makin', 'sempurna', 'terimakasih', 'google', 'maps']",sangat bantu untukberpergian banyak tempat repot tanya tiap orang cukup dgn google maps hampir semua daerah jangkau dgn google maps moga depan makin sempurna terimakasih google maps
