userName,score,at,content,polarity_score,sentiment,content_stopwords,tokenized_stemmed,cleaned_tokenized_stemmed
Fa,5,6/16/2024 11:40,gps gak jalan navigasi ketinggalan sangat jauh padahal kendaraan sudah jalan biasanya navigasi selalu ikut kemanapun kita jalan meskipun kita gak mengikuti jalan yang disarankan gmap tapi sekarang navigasi diam kadang ada tulisan navigasi sedang memindai lokasi kalau gak salah padahal sudah saya update sementara ini saya pakai waze karena bug bug tersebut,-27,NEGATIVE,gps gak jalan navigasi ketinggalan sangat jauh padahal kendaraan jalan biasanya navigasi selalu ikut kemanapun jalan meskipun gak mengikuti jalan disarankan gmap sekarang navigasi diam kadang tulisan navigasi sedang memindai lokasi kalau gak salah padahal update ini saya pakai waze bug bug tersebut,"['gps', 'gak', 'jalan', 'navigasi', 'tinggal', 'kendara', 'jalan', 'navigasi', 'mana', 'jalan', 'gak', 'ikut', 'jalan', 'saran', 'gmap', 'navigasi', 'diam', 'kadang', 'tulis', 'navigasi', 'pindai', 'lokasi', 'gak', 'salah', 'update', 'pakai', 'waze', 'bug', 'bug']",gps gak jalan navigasi tinggal kendara jalan navigasi mana jalan gak ikut jalan saran gmap navigasi diam kadang tulis navigasi pindai lokasi gak salah update pakai waze bug bug
Dhoblank Junior,1,6/16/2024 6:37,rute sering salah sering kali kasih rute berputar jauh untuk ke lokasi tujuan sekalinya ngasih jalur alternatif enggak jelas jalurnya jalan gang yang sudah lama mati diportal bagus enggak pernah dilalui pengendara masih terarah ke jalan tersebut bug parah buat ojol harus dilihat manual dan harus punya modal hafal jalan baru bisa baca maps  kacau sudah pokoknya,-33,NEGATIVE,rute sering salah sering kali kasih rute berputar jauh lokasi tujuan sekalinya ngasih jalur alternatif enggak jelas jalurnya jalan gang lama mati diportal bagus enggak pernah dilalui pengendara terarah ke jalan tersebut bug parah buat ojol dilihat manual harus punya modal hafal jalan baru baca maps  kacau sudah pokoknya,"['rute', 'salah', 'kali', 'kasih', 'rute', 'putar', 'lokasi', 'tuju', 'sekali', 'ngasih', 'jalur', 'alternatif', 'jalur', 'jalan', 'gang', 'mati', 'portal', 'bagus', 'kendara', 'arah', 'jalan', 'bug', 'parah', 'ojol', 'manual', 'modal', 'hafal', 'jalan', 'baca', 'maps', 'kacau', 'pokok']",rute salah kali kasih rute putar lokasi tuju sekali ngasih jalur alternatif jalur jalan gang mati portal bagus kendara arah jalan bug parah ojol manual modal hafal jalan baca maps kacau pokok
Alex Ander,2,6/14/2024 14:35,mencari maps petunjuk arah lemot sekali gerakan  dan malah kacau jalan  mau di update tapi enggak bisa tolong segera di perbarui agar lebih bisa akurat dan bisa di gunakan dengan baik,-3,NEGATIVE,mencari maps petunjuk arah lemot sekali gerakan  malah kacau jalan  mau update enggak tolong segera perbarui lebih akurat bisa gunakan baik,"['cari', 'maps', 'tunjuk', 'arah', 'lot', 'gera', 'kacau', 'jalan', 'update', 'tolong', 'baru', 'akurat']",cari maps tunjuk arah lot gera kacau jalan update tolong baru akurat
Soelis Widayanto,1,6/14/2024 13:12,maps  sungguh kacau berantakan setiap mau sampai lokasi titik mengapa malah jadi kecil maps  ada belokan apa tidak gk kelihatan di update bukan  tambah bagus malah nyungsep bagusan yang versi lama malahan tolong ditinjau kembali agar tidak mengecewakan pengguna,-28,NEGATIVE,maps  sungguh kacau berantakan mau lokasi titik malah jadi kecil maps  belokan apa gk kelihatan update bukan  tambah bagus malah nyungsep bagusan versi lama malahan ditinjau agar mengecewakan pengguna,"['maps', 'sungguh', 'kacau', 'beranta', 'lokasi', 'titik', 'maps', 'belok', 'gk', 'update', 'bagus', 'nyungsep', 'bagus', 'versi', 'tinjau', 'kecewa', 'guna']",maps sungguh kacau beranta lokasi titik maps belok gk update bagus nyungsep bagus versi tinjau kecewa guna
Alen Bobo,2,6/14/2024 10:36,sudah setahun lebih maps belum ada foto satelit baru dari  akhir sampai dengan sekarang  kelihatan tanah kosong saja padahal sudah jadi komplek setahun lebih,-8,NEGATIVE,setahun lebih maps ada foto satelit baru  akhir dengan sekarang  kelihatan tanah kosong padahal jadi komplek setahun lebih,"['tahun', 'maps', 'foto', 'satelit', 'tanah', 'kosong', 'komplek', 'tahun']",tahun maps foto satelit tanah kosong komplek tahun
Dhaiya Phonk,4,6/14/2024 6:41,halo google aplikasi oke tapi terkadang lokasi siap dan perjalanan tidak sesuai kalau bisa di pantai dan di perbaiki sistemn ya untuk area surabaya utara dari jalan dan gang kampung terimakasih google,5,POSITIVE,halo google aplikasi oke terkadang lokasi siap perjalanan sesuai kalau di pantai di perbaiki sistemn untuk area surabaya utara jalan gang kampung terimakasih google,"['halo', 'google', 'aplikasi', 'oke', 'terkadang', 'lokasi', 'jalan', 'sesuai', 'pantai', 'baik', 'sistemn', 'area', 'surabaya', 'utara', 'jalan', 'gang', 'kampung', 'terimakasih', 'google']",halo google aplikasi oke terkadang lokasi jalan sesuai pantai baik sistemn area surabaya utara jalan gang kampung terimakasih google
Samuel Stefanus,5,6/13/2024 21:35,untuk masukan update ke depan saya kasih masukan agar ada sistem kendaraan mobil kecil dan mobil besar karena semua pengendara tidak semuanya mengendarai mobil pribadi mobil kecil agar sistem jalan  ada sendiri pengalaman saya menggunakan maps mengendarai mobil besar di arahin ke jalan yang kecil mana bisa tolong deh di update lagi dari pihak pengembang,-43,NEGATIVE,masukan update depan kasih masukan sistem kendaraan mobil kecil mobil besar semua pengendara semuanya mengendarai mobil pribadi mobil kecil sistem jalan  ada sendiri pengalaman menggunakan maps mengendarai mobil besar arahin jalan kecil mana tolong deh update dari pihak pengembang,"['masuk', 'update', 'kasih', 'masuk', 'sistem', 'kendara', 'mobil', 'mobil', 'kendara', 'kendara', 'mobil', 'pribadi', 'mobil', 'sistem', 'jalan', 'alam', 'maps', 'kendara', 'mobil', 'arahin', 'jalan', 'tolong', 'deh', 'update', 'kembang']",masuk update kasih masuk sistem kendara mobil mobil kendara kendara mobil pribadi mobil sistem jalan alam maps kendara mobil arahin jalan tolong deh update kembang
ZUL 383,2,6/13/2024 21:01,jangan  percaya google mapa bijak menggunakan aplikasi ini dan selalu bertanya daerah yang dikira sangat asing dan hati jika melewat jembatan,-15,NEGATIVE,jangan  percaya google mapa bijak menggunakan aplikasi selalu bertanya daerah dikira sangat asing dan hati melewat jembatan,"['percaya', 'google', 'mapa', 'bijak', 'aplikasi', 'daerah', 'asing', 'hati', 'lewat', 'jembatan']",percaya google mapa bijak aplikasi daerah asing hati lewat jembatan
Alfariz R,1,6/13/2024 18:03,tidak sesuai bang mapsnya portalnya tidak dukung di bus  mohon update secara keseluruhan agar fitur portal bisa digunakan di semua jenis kendaraan,-9,NEGATIVE,sesuai bang mapsnya portalnya dukung bus  mohon update keseluruhan fitur portal digunakan semua jenis kendaraan,"['sesuai', 'bang', 'mapsnya', 'portal', 'dukung', 'bus', 'mohon', 'update', 'fitur', 'portal', 'jenis', 'kendara']",sesuai bang mapsnya portal dukung bus mohon update fitur portal jenis kendara
Mohammad Sjaiful Aziz,5,6/13/2024 16:02,kalau bisa ditambahi untuk kendaraan muatan barang soalnya kadang ada jalan larangan untuk kendaraan bermuatan yang mungkin pengendara terlalu fokus melihat rute dan mengabaikan rambu rambu lalu lintas,-6,NEGATIVE,kalau ditambahi kendaraan muatan barang soalnya kadang jalan larangan kendaraan bermuatan mungkin pengendara terlalu fokus melihat rute mengabaikan rambu rambu lalu lintas,"['tambah', 'kendara', 'muat', 'barang', 'kadang', 'jalan', 'larang', 'kendara', 'muat', 'kendara', 'fokus', 'rute', 'abai', 'rambu', 'rambu', 'lintas']",tambah kendara muat barang kadang jalan larang kendara muat kendara fokus rute abai rambu rambu lintas
Riri ayu Handayani,2,6/13/2024 6:53,kenapa semarang linimasa saya tidak berjalan ya dan ada tulisannya pergi pukul  padahal jam segitu saya dirumah dan tidak meninggalkan tempat tersebut setelah ada pilihan pencadangan akhirnya maps saya tidak berfungsi dengan baik kembalikan ke pengaturan normal dong maps,-25,NEGATIVE,semarang linimasa tidak berjalan tulisannya pergi pukul  padahal jam segitu dirumah dan tidak meninggalkan tempat tersebut ada pilihan pencadangan akhirnya maps tidak berfungsi baik kembalikan pengaturan normal dong maps,"['semarang', 'linimasa', 'jalan', 'tulis', 'pergi', 'jam', 'segitu', 'rumah', 'tinggal', 'pilih', 'cadang', 'maps', 'fungsi', 'kembali', 'atur', 'normal', 'maps']",semarang linimasa jalan tulis pergi jam segitu rumah tinggal pilih cadang maps fungsi kembali atur normal maps
Shodiek,1,6/12/2024 22:58,kacau maps  kalau sudah masuk gang pasti nyasar dan kadang tidak sesuai biar alamat pinggir jalan raya besar juga di kasih nyasar kan tidak nyambung mohon di tingkatkan lagi dong maps,-22,NEGATIVE,kacau maps  kalau masuk gang nyasar kadang sesuai biar alamat pinggir jalan raya besar kasih nyasar kan nyambung mohon di tingkatkan dong maps,"['kacau', 'maps', 'masuk', 'gang', 'nyasar', 'kadang', 'sesuai', 'biar', 'alamat', 'pinggir', 'jalan', 'raya', 'kasih', 'nyasar', 'nyambung', 'mohon', 'tingkat', 'maps']",kacau maps masuk gang nyasar kadang sesuai biar alamat pinggir jalan raya kasih nyasar nyambung mohon tingkat maps
Sefti Winatia,5,6/12/2024 19:29,google maps adalah aplikasi navigasi yang luar biasa fitur pencarian lokasi yang akurat dan peta yang terperinci membuat perjalanan menjadi lebih mudah dan efisien pokonya gmaps mantap sangat membantu saat menuju alamat yang baru pertama kali di tuju,-15,NEGATIVE,google maps aplikasi navigasi luar biasa fitur pencarian lokasi akurat peta terperinci membuat perjalanan menjadi lebih mudah efisien pokonya gmaps mantap sangat membantu menuju alamat baru pertama kali tuju,"['google', 'maps', 'aplikasi', 'navigasi', 'fitur', 'cari', 'lokasi', 'akurat', 'peta', 'perinci', 'jalan', 'mudah', 'efisien', 'poko', 'gmaps', 'mantap', 'bantu', 'alamat', 'kali', 'tuju']",google maps aplikasi navigasi fitur cari lokasi akurat peta perinci jalan mudah efisien poko gmaps mantap bantu alamat kali tuju
Erma Kurniawati,5,6/12/2024 15:10,sangat membantu apalagi kalau lagi survey cek tempat menginap di kota lain cari makanan yang enak juga bagus pakai maps alhamdulillah enggak pernah nyasar kalau dipakai buat cari alamat yang baru dikunjungi,-27,NEGATIVE,sangat membantu kalau survey cek tempat menginap kota cari makanan enak bagus pakai maps alhamdulillah enggak pernah nyasar kalau dipakai buat cari alamat baru dikunjungi,"['bantu', 'survey', 'cek', 'inap', 'kota', 'cari', 'makan', 'enak', 'bagus', 'pakai', 'maps', 'alhamdulillah', 'nyasar', 'pakai', 'cari', 'alamat', 'kunjung']",bantu survey cek inap kota cari makan enak bagus pakai maps alhamdulillah nyasar pakai cari alamat kunjung
Resta Lestari,5,6/12/2024 14:01,coba tambah opsi untuk mobilnya misal mobil pribadi bengkel double soalnya pemakai maps bukan hanya mobil kecil,-4,NEGATIVE,coba tambah opsi mobilnya misal mobil pribadi bengkel double soalnya pemakai maps bukan mobil kecil,"['coba', 'opsi', 'mobil', 'mobil', 'pribadi', 'bengkel', 'double', 'pakai', 'maps', 'mobil']",coba opsi mobil mobil pribadi bengkel double pakai maps mobil
Yuyu,4,6/12/2024 7:40,google maps kenapa sekarang linimasa gak bisa perangkat lain telepon kemaren enak saja sekarang malah harus pakai persingkat sendiri kan jadi gak bisa pantau perangkat lain di telepon kita tolong dong dikembalikan seperti dulu,-17,NEGATIVE,google maps sekarang linimasa gak perangkat telepon kemaren enak sekarang malah pakai persingkat sendiri kan jadi gak pantau perangkat di telepon tolong dong dikembalikan dulu,"['google', 'maps', 'linimasa', 'gak', 'perangkat', 'telepon', 'kemaren', 'enak', 'pakai', 'singkat', 'gak', 'pantau', 'perangkat', 'telepon', 'tolong', 'kembali']",google maps linimasa gak perangkat telepon kemaren enak pakai singkat gak pantau perangkat telepon tolong kembali
Tailbarqhoi Barqhoi,3,6/12/2024 7:13,kuota banyak tetapi sering hilang signal navigasi buat kacau perjalanan tidak seperti dulu lancar sekarang tambah kacau selalu bilang signal navigasi hilang,-1,NEGATIVE,kuota banyak sering hilang signal navigasi buat kacau perjalanan seperti dulu lancar sekarang tambah kacau selalu bilang signal navigasi hilang,"['kuota', 'hilang', 'signal', 'navigasi', 'kacau', 'jalan', 'lancar', 'kacau', 'bilang', 'signal', 'navigasi', 'hilang']",kuota hilang signal navigasi kacau jalan lancar kacau bilang signal navigasi hilang
Alesha Joice Fayola,1,6/12/2024 4:27,tolong kembalikan maps ke versi lama kenapa maps sekarang enggak bisa buka linimasa harus memakai telepon versi tertentu kembalikan seperti dulu yang bisa buka linimasa di tiap tipe telepon dan setiap waktu,-14,NEGATIVE,kembalikan maps versi lama maps sekarang enggak buka linimasa memakai telepon versi tertentu kembalikan dulu bisa buka linimasa tiap tipe telepon setiap waktu,"['kembali', 'maps', 'versi', 'maps', 'buka', 'linimasa', 'pakai', 'telepon', 'versi', 'kembali', 'buka', 'linimasa', 'tipe', 'telepon']",kembali maps versi maps buka linimasa pakai telepon versi kembali buka linimasa tipe telepon
Andriano Gilang Permana,2,6/11/2024 21:59,kenapa navigasi  enggak ikutin arahan dari maps malah kita sendiri yang zoom maps  tolong diperbaiki secepatnya sangat mengecewakan,-15,NEGATIVE,navigasi  enggak ikutin arahan maps malah sendiri zoom maps  diperbaiki secepatnya sangat mengecewakan,"['navigasi', 'ikutin', 'arah', 'maps', 'zoom', 'maps', 'baik', 'cepat', 'kecewa']",navigasi ikutin arah maps zoom maps baik cepat kecewa
Erna Widia,5,6/11/2024 18:31,google maps adalah salah satu aplikasi yang bisa membantu orang yang susah mencari suatu jalan tempat aplikasi ini keren bisa lebih memudahkan suatu pengemudi ketika kebingungan mencari jalan,-26,NEGATIVE,google maps salah satu aplikasi membantu orang susah mencari suatu jalan tempat aplikasi keren bisa lebih memudahkan suatu pengemudi kebingungan mencari jalan,"['google', 'maps', 'salah', 'aplikasi', 'bantu', 'orang', 'susah', 'cari', 'jalan', 'aplikasi', 'keren', 'mudah', 'kemudi', 'bingung', 'cari', 'jalan']",google maps salah aplikasi bantu orang susah cari jalan aplikasi keren mudah kemudi bingung cari jalan
Suharno Semito,4,6/11/2024 18:24,sudah banyak peningkatan namun perlu ada peningkatan lagi yaitu perlu ada pilihan mode siang dan mode malam otomatis seperti di aplikasi navigasi sebelah ketika jam   mode siang temanya terang saat jam   masuk mode malam tema gelap sehingga tidak menyilaukan mata saat mengemudi pada malam hari,-15,NEGATIVE,banyak peningkatan perlu peningkatan yaitu perlu pilihan mode siang mode malam otomatis di aplikasi navigasi sebelah jam   mode siang temanya terang jam   masuk mode malam tema gelap tidak menyilaukan mata mengemudi malam hari,"['tingkat', 'tingkat', 'pilih', 'mode', 'siang', 'mode', 'malam', 'otomatis', 'aplikasi', 'navigasi', 'belah', 'jam', 'mode', 'siang', 'tema', 'terang', 'jam', 'masuk', 'mode', 'malam', 'tema', 'gelap', 'silau', 'mata', 'kemudi', 'malam']",tingkat tingkat pilih mode siang mode malam otomatis aplikasi navigasi belah jam mode siang tema terang jam masuk mode malam tema gelap silau mata kemudi malam
Fuad Adiyansyah,1,6/11/2024 10:21,posisi orang sudah sampai di titik lokasi tetapi kendaraan masih jauh tertinggal aplikasi kerjanya lambat dan lama,-15,NEGATIVE,posisi orang sampai titik lokasi kendaraan jauh tertinggal aplikasi kerjanya lambat lama,"['posisi', 'orang', 'titik', 'lokasi', 'kendara', 'tinggal', 'aplikasi', 'kerja', 'lambat']",posisi orang titik lokasi kendara tinggal aplikasi kerja lambat
Rahma Liza,5,6/11/2024 5:56,sangat membantu untuk berpergian kebanyak tempat tidak repot bertanya kesetiap orang cukup dengan google maps hampir semua daerah sudah terjangkau dengan google maps semoga kedepan semakin sempurna lagi terimakasih google maps,-17,NEGATIVE,sangat membantu berpergian kebanyak tempat repot bertanya kesetiap orang cukup google maps hampir semua daerah terjangkau google maps semoga kedepan semakin sempurna terimakasih google maps,"['bantu', 'pergi', 'banyak', 'repot', 'tiap', 'orang', 'google', 'maps', 'daerah', 'jangkau', 'google', 'maps', 'moga', 'depan', 'sempurna', 'terimakasih', 'google', 'maps']",bantu pergi banyak repot tiap orang google maps daerah jangkau google maps moga depan sempurna terimakasih google maps
Adi Darmawan,4,6/11/2024 5:05,sejauh ini membantu banget sih tapi kadang aplikasi  kadang ngebug pas ngeliat daerah jalan gitu dan tolong ya google pas kita sudah milih rute awal sama rute yang kita tuju sepanjang jalan birunya itu bisa kita klik daerah yang kita ragu yang kita tidak kita ketahui itu saja kurangnya soalnya kalau di lihat dari view jalan enggak ngotak jauh banget mana daerahnya cuma beberapa ada jalan yang seperti ada pertigaan perempatan itu di skip jadi saya enggak tahu pasti jadinya arah jalannya kemana sekian itu aja,-35,NEGATIVE,sejauh membantu banget sih kadang aplikasi  kadang ngebug pas ngeliat daerah jalan gitu tolong google pas sudah milih rute awal sama rute tuju sepanjang jalan birunya bisa kita klik daerah kita ragu kita kita ketahui saja kurangnya soalnya kalau lihat view jalan enggak ngotak jauh banget mana daerahnya cuma beberapa jalan seperti pertigaan perempatan di skip jadi enggak tahu jadinya arah jalannya sekian aja,"['bantu', 'banget', 'sih', 'kadang', 'aplikasi', 'kadang', 'ngebug', 'pas', 'ngeliat', 'daerah', 'jalan', 'gitu', 'tolong', 'google', 'pas', 'milih', 'rute', 'rute', 'tuju', 'jalan', 'biru', 'klik', 'daerah', 'ragu', 'tahu', 'kurang', 'lihat', 'view', 'jalan', 'ngotak', 'banget', 'daerah', 'jalan', 'tiga', 'empat', 'skip', 'arah', 'jalan', 'sekian', 'aja']",bantu banget sih kadang aplikasi kadang ngebug pas ngeliat daerah jalan gitu tolong google pas milih rute rute tuju jalan biru klik daerah ragu tahu kurang lihat view jalan ngotak banget daerah jalan tiga empat skip arah jalan sekian aja
Rendra Abdillah Mukti,1,6/10/2024 20:48,aplikasi jelek masa ganti nama tempat saja gak disetujuin padahal cuma ganti loh dan itu yang namain kan pakai akun saya nah terus aku mau ganti nama lagi eh malah enggak bisa dasar google maps jelek aplikasi enggak jelas minimal perbaiki lah mudahin untuk ganti nama tempat,-37,NEGATIVE,aplikasi jelek masa ganti nama tempat gak disetujuin padahal cuma ganti loh itu namain kan pakai akun nah terus aku mau ganti nama eh malah enggak dasar google maps jelek aplikasi enggak jelas minimal perbaiki lah mudahin ganti nama tempat,"['aplikasi', 'jelek', 'ganti', 'nama', 'gak', 'disetujuin', 'ganti', 'loh', 'namain', 'pakai', 'akun', 'ganti', 'nama', 'eh', 'dasar', 'google', 'maps', 'jelek', 'aplikasi', 'minimal', 'baik', 'mudahin', 'ganti', 'nama']",aplikasi jelek ganti nama gak disetujuin ganti loh namain pakai akun ganti nama eh dasar google maps jelek aplikasi minimal baik mudahin ganti nama
