userName,score,at,content,label,content_stopwords,content_stemmed
Mukti Irianingsih,5,6/19/2024 18:56,Saya sangat terbantu dengan geogle maps.. jika rindu kampung halaman danbisa mengontrol keadaan rumah walau jarak jauh… danjuga membantu cari alamat jika berpergian .. semoga kedepannya lebih canggih lagi,negatif,sangat terbantu geogle maps .. rindu kampung halaman danbisa mengontrol keadaan rumah jarak jauh… danjuga membantu cari alamat berpergian .. semoga kedepannya lebih canggih,sangat bantu geogle maps rindu kampung halaman danbisa kontrol ada rumah jarak jauh danjuga bantu cari alamat pergi moga depan lebih canggih
Andry Rustam,5,6/19/2024 15:37,"Ini saya kasih bintang 5 semoga maps dapat memperbaiki sistem nya, danjika adapemotongan bulanan terhadap aplikasi Livin mandiri mohon di sertakan rincian nya.",negatif,"kasih bintang 5 semoga maps memperbaiki sistem nya , danjika adapemotongan bulanan aplikasi Livin mandiri mohon sertakan rincian nya .",kasih bintang 5 moga maps baik sistem nya danjika adapemotongan bulan aplikasi livin mandiri mohon serta rincian nya
Lukman Hakim,5,6/19/2024 10:06,"Aplikasi nya memang bagus walaupun sy sering tertinggal mapsnya tetapi sy tetap ksh bingtang 5, cuma sy mau tanya kenapa maps nya sy sering eror, setiap mau berbagi tidak bisa sesuai titik ,",positif,"Aplikasi nya memang bagus walaupun sy sering tertinggal mapsnya sy tetap ksh bingtang 5 , cuma sy mau tanya maps nya sy sering eror , mau berbagi sesuai titik ,",aplikasi nya memang bagus walaupun sy sering tinggal mapsnya sy tetap ksh bingtang 5 cuma sy mau tanya maps nya sy sering eror mau bagi sesuai titik
Josephine Ellena,1,6/18/2024 10:05,"Setelah update malah bikin bingung, biasanya saat cari rute bisa langsung mulai dari titik tapi sekarang harus isi rute berangkat dantujuan",negatif,"update malah bikin bingung , biasanya cari rute langsung mulai titik sekarang isi rute berangkat dantujuan",update malah bikin bingung biasa cari rute langsung mulai titik sekarang isi rute berangkat dantujuan
Rina Listia,1,6/18/2024 8:48,Saya sudah ganti jenis maps nya ke satelit. tapi tetap berganti ke default. tolong diperbaiki lagi bug nya,negatif,ganti jenis maps nya satelit . tetap berganti default . diperbaiki bug nya,ganti jenis maps nya satelit tetap ganti default baik bug nya
Turitno Ritno,1,6/18/2024 6:26,"Kenapa sekarang maps semakin jelek, tidak adapilihan kendaraan motor, terus jalurnya tidak otomatis menyesuaikan arah jadi sangat merepotkan saat berkendara harus putar2 layar. jadi untuksekarang mau tidak mau pakai aplikasi lain dulu. sangat kecewa",negatif,"sekarang maps semakin jelek , adapilihan kendaraan motor , terus jalurnya otomatis menyesuaikan arah jadi sangat merepotkan berkendara putar2 layar . jadi untuksekarang mau mau pakai aplikasi dulu . sangat kecewa",sekarang maps makin jelek adapilihan kendara motor terus jalur otomatis sesuai arah jadi sangat repot kendara putar2 layar jadi untuksekarang mau mau pakai aplikasi dulu sangat kecewa
Ryan Goojek,5,6/18/2024 0:29,"Buat kalian driver ojol yang mau bagus akun nya .. sering sering upgrade maps .. usahakan akurasi GPS tinggi . . saya bukan nya promosi hp ya , maaf maaf saja , saya pakai realmi c1 ram 2/16 . Akurasi GPS stabil bisa di atur akurasi tinggi . Enak sangat kalau pakai gojek . Orderan stabil sehari full pagi sampai malam Alhamdulillah tembus 20 kadang lebih . yang penting akurasi GPS tinggi usahakan cari lokasi ramai order, contoh jam berangkat sekolah , pulang sekolah pulang kerja jam kerja , cari lokasi ramai org",positif,"Buat kalian driver ojol mau bagus akun nya .. sering sering upgrade maps .. usahakan akurasi GPS tinggi . . bukan nya promosi hp , maaf maaf , pakai realmi c1 ram 2/16 . Akurasi GPS stabil atur akurasi tinggi . Enak sangat kalau pakai gojek . Orderan stabil sehari full pagi malam Alhamdulillah tembus 20 kadang lebih . penting akurasi GPS tinggi usahakan cari lokasi ramai order , contoh jam berangkat sekolah , pulang sekolah pulang kerja jam kerja , cari lokasi ramai org",buat kalian driver ojol mau bagus akun nya sering sering upgrade maps usaha akurasi gps tinggi bukan nya promosi hp maaf maaf pakai realmi c1 ram 2 16 akurasi gps stabil atur akurasi tinggi enak sangat kalau pakai gojek order stabil hari full pagi malam alhamdulillah tembus 20 kadang lebih penting akurasi gps tinggi usaha cari lokasi ramai order contoh jam berangkat sekolah pulang sekolah pulang kerja jam kerja cari lokasi ramai org
singgih prayogi,5,6/17/2024 14:02,Seharusnya google maps ini menambahkan fitur kondisi cuaca di setiap jalan yang akan di lalui oleh pengguna. Sehingga pengguna gmaps khususnya di indonesia agar bisa persiapan mantel hujan bagi pengendara motor.,negatif,google maps menambahkan fitur kondisi cuaca jalan lalui pengguna . pengguna gmaps khususnya indonesia persiapan mantel hujan pengendara motor .,google maps tambah fitur kondisi cuaca jalan lalu guna guna gmaps khusus indonesia siap mantel hujan kendara motor
Gondo Adi,1,6/17/2024 8:45,Bukanya jalan tercepat tapi menuju jalan yang terjal dancuram aneh..... sangat aneh bukanya lebih cepat malah menuju jalan jalan yang jarak tempuhnya lebih lama...,negatif,Bukanya jalan tercepat menuju jalan terjal dancuram aneh ..... sangat aneh bukanya lebih cepat malah menuju jalan jalan jarak tempuhnya lebih lama ...,buka jalan cepat tuju jalan terjal dancuram aneh sangat aneh buka lebih cepat malah tuju jalan jalan jarak tempuh lebih lama
lela fashyaf,2,6/17/2024 2:05,"Kak tolong dong balikin linimasa maps yang di google yang sebelumnya kan historis maps sekarang ganti linimasa maps namanya kan, nah tetapi sekarang kendalanya kenapa ketika menautkan akun email lain ke hp kita mau lacak linimasa nya jadi tidak muncul di google maps malah munculnya sesuai di hp kita, tolong dong balikin seperti dulu lagi biar bisa liat mana tahu maps dari akun lain seperti dulu lagi pokoknya yang sekarang tidak enak sangat pembaruannya jadi hilang semua",negatif,"Kak dong balikin linimasa maps google sebelumnya kan historis maps sekarang ganti linimasa maps namanya kan , nah sekarang kendalanya menautkan akun email hp mau lacak linimasa nya jadi muncul google maps malah munculnya sesuai hp , dong balikin dulu biar liat mana tahu maps akun dulu pokoknya sekarang enak sangat pembaruannya jadi hilang semua",kak dong balikin linimasa maps google belum kan historis maps sekarang ganti linimasa maps nama kan nah sekarang kendala taut akun email hp mau lacak linimasa nya jadi muncul google maps malah muncul sesuai hp dong balikin dulu biar liat mana tahu maps akun dulu pokok sekarang enak sangat baru jadi hilang semua
Mr. Fath,1,6/16/2024 13:29,"Sekarang kenapa linimasa nya cuman bisa di liat dari 1 hp doang? Tolong lah google kembalikan seperti semula, Aneh banget linimasa cuma bisa di liat 1 hp doang, Padahal email nya sama.",negatif,"Sekarang linimasa nya cuman liat 1 hp doang ? lah google kembalikan semula , Aneh banget linimasa cuma liat 1 hp doang , Padahal email nya sama .",sekarang linimasa nya cuman liat 1 hp doang lah google kembali mula aneh banget linimasa cuma liat 1 hp doang padahal email nya sama
Miftahul Muzdalifah,5,6/16/2024 12:37,"bertahun tahun pake aplikasi ini, alhamdulillah ya memudahkan untukpergi kemana mana, liburan jadi tidak ribet untukcari lokasi yang bagus, bagus!!",positif,"bertahun tahun pake aplikasi , alhamdulillah memudahkan untukpergi mana , liburan jadi ribet untukcari lokasi bagus , bagus ! !",tahun tahun pake aplikasi alhamdulillah mudah untukpergi mana libur jadi ribet untukcari lokasi bagus bagus
Fa,5,6/16/2024 11:40,"GPS gak jalan, GPS ketinggalan sangat jauh padahal kendaraan sudah jalan, biasanya GPS selalu ikut kemanapun kita jalan meskipun kita gak mengikuti jalan yang disarankan GMap, tapi sekarang GPS diam kadang adatulisan "" GPS sedang memindai lokasi "" kalau gak salah, padahal sudah saya update, sementara ini saya pakai waze karena bug bug tersebut",negatif,"GPS gak jalan , GPS ketinggalan sangat jauh padahal kendaraan jalan , biasanya GPS selalu ikut kemanapun jalan meskipun gak mengikuti jalan disarankan GMap , sekarang GPS diam kadang adatulisan `` GPS sedang memindai lokasi `` kalau gak salah , padahal update , pakai waze bug bug tersebut",gps gak jalan gps tinggal sangat jauh padahal kendara jalan biasa gps selalu ikut mana jalan meski gak ikut jalan saran gmap sekarang gps diam kadang adatulisan gps sedang pindai lokasi kalau gak salah padahal update pakai waze bug bug sebut
Exel Exel,5,6/16/2024 8:54,"Goggle maps adalah salah satu aplikasi terbaik , karena dapat membatu di perjalanan yang kita kurang tahu , semoga goggle maps semakin sukses danberkembang . Bagus ...",negatif,"Goggle maps salah satu aplikasi terbaik , membatu perjalanan kurang tahu , semoga goggle maps semakin sukses danberkembang . Bagus ...",goggle maps salah satu aplikasi baik batu jalan kurang tahu moga goggle maps makin sukses danberkembang bagus
Dhoblank Junior,1,6/16/2024 6:37,"Rute sering salah,, sering kali kasih rute berputar jauh untukke lokasi tujuan,, sekalinya memberi jalur alternatif tidak jelas jalurnya,, jalan / gang yang sudah lama mati / diportal bagus ( tidak pernah dilalui pengendara ) masih terarah ke jalan tersebut ,,, bug parah ,, untukojol harus dilihat manual danharus punya modal hafal jalan baru bisa baca maps nya ,,, kacau sudah pokoknya...",positif,"Rute sering salah , , sering kali kasih rute berputar jauh untukke lokasi tujuan , , sekalinya memberi jalur alternatif jelas jalurnya , , jalan / gang lama mati / diportal bagus ( pernah dilalui pengendara ) terarah jalan tersebut , , , bug parah , , untukojol dilihat manual danharus punya modal hafal jalan baru baca maps nya , , , kacau pokoknya ...",rute sering salah sering kali kasih rute putar jauh untukke lokasi tuju sekali beri jalur alternatif jelas jalur jalan gang lama mati portal bagus pernah lalu kendara arah jalan sebut bug parah untukojol lihat manual danharus punya modal hafal jalan baru baca maps nya kacau pokok
Alex Ander,2,6/14/2024 14:35,"Mencari maps petunjuk arah lemot sekali gerakan nya , danmalah kacau jalan nya mau di update tapi tidak bisa , tolong segera di perbarui agar lebih bisa akurat danbisa di gunakan dgn baik",negatif,"Mencari maps petunjuk arah lemot sekali gerakan nya , danmalah kacau jalan nya mau update , segera perbarui lebih akurat danbisa gunakan dgn baik",cari maps tunjuk arah lot sekali gera nya danmalah kacau jalan nya mau update segera baru lebih akurat danbisa guna dgn baik
Soelis Widayanto,1,6/14/2024 13:12,"Maps nya sungguh kacau berantakan,, setiap mau sampai lokasi titik mengapa malah jadi kecil maps nya, adabelokan apa tidak gk kelihatan, di update bukan nya tmbh bagus malah nyungsep.. bagusan yang versi lama malahan ,, tolong ditinjau kembali, agar tidak mengecewakan pengguna",positif,"Maps nya sungguh kacau berantakan , , mau lokasi titik malah jadi kecil maps nya , adabelokan apa gk kelihatan , update bukan nya tmbh bagus malah nyungsep .. bagusan versi lama malahan , , ditinjau , mengecewakan pengguna",maps nya sungguh kacau beranta mau lokasi titik malah jadi kecil maps nya adabelokan apa gk lihat update bukan nya tmbh bagus malah nyungsep bagus versi lama malah tinjau kecewa guna
Alen Bobo,2,6/14/2024 10:36,"Sudah setahun lebih maps belum adafoto satelit baru, dari 2022 akhir sampai dengan skg 2024 kelihatan tanah kosong saja padahal sudah jadi komplek setahun lebih",negatif,"setahun lebih maps adafoto satelit baru , 2022 akhir skg 2024 kelihatan tanah kosong padahal jadi komplek setahun lebih",tahun lebih maps adafoto satelit baru 2022 akhir skg 2024 lihat tanah kosong padahal jadi komplek tahun lebih
Dhaiya Phonk,4,6/14/2024 6:41,"Halo google aplikasi oke tapi terkadang lokasi siap danperjalanan tidak sesuai kalau bisa di pantai dandi perbaiki sistemn ya untukarea Surabaya Utara dari jalan dangang kampung"" terimakasih google.",negatif,Halo google aplikasi oke terkadang lokasi siap danperjalanan sesuai kalau pantai dandi perbaiki sistemn untukarea Surabaya Utara jalan dangang kampung '' terimakasih google .,halo google aplikasi oke terkadang lokasi siap danperjalanan sesuai kalau pantai dandi baik sistemn untukarea surabaya utara jalan dangang kampung terimakasih google
Samuel Stefanus,5,6/13/2024 21:35,"Untuk masukan update ke depan saya kasih masukan agar adasistem kendaraan mobil kecil Dan mobil besar karena semua driver GK semuanya mengendarai mobil pribadi / mobil kecil, agar sistem jalan nya adasendiri, pengalaman saya menggunakan maps mengendarai mobil besar di arahin ke jalan yang kecil mana bisa tolong deh di update lagi dari pihak pengembangðŸ™",negatif,"masukan update depan kasih masukan adasistem kendaraan mobil kecil mobil besar semua driver GK semuanya mengendarai mobil pribadi / mobil kecil , sistem jalan nya adasendiri , pengalaman menggunakan maps mengendarai mobil besar arahin jalan kecil mana deh update pihak pengembangðŸ™",masuk update depan kasih masuk adasistem kendara mobil kecil mobil besar semua driver gk semua kendara mobil pribadi mobil kecil sistem jalan nya adasendiri alam guna maps kendara mobil besar arahin jalan kecil mana deh update pihak kembang
ZUL 383,2,6/13/2024 21:01,Jangan 100% percaya google mapa… bijak menggunakan aplikasi ini danselalu bertanya daerah2 yang dikira sangat asing… danhati2 jika melewat jembatan …,negatif,Jangan 100 % percaya google mapa… bijak menggunakan aplikasi danselalu bertanya daerah2 dikira sangat asing… danhati2 melewat jembatan …,jangan 100 percaya google mapa bijak guna aplikasi danselalu tanya daerah2 kira sangat asing danhati2 lewat jembatan
Alfariz R,1,6/13/2024 18:03,"tidak sesuai bang mapsnya, portalnya tidak dukung di bus 5, mohon update secara keseluruhan agar fitur portal bisa digunakan di semua jenis kendaraan",negatif,"sesuai bang mapsnya , portalnya dukung bus 5 , mohon update keseluruhan fitur portal digunakan semua jenis kendaraan",sesuai bang mapsnya portal dukung bus 5 mohon update seluruh fitur portal guna semua jenis kendara
Mohammad Sjaiful Aziz,5,6/13/2024 16:02,Kalau bisa ditambahi untukkendaraan muatan barang soalnya kadang adajalan larangan untukkendaraan bermuatan yang mungkin driver terlalu fokus melihat rute danmengabaikan rambu rambu lalu lintas,negatif,Kalau ditambahi untukkendaraan muatan barang soalnya kadang adajalan larangan untukkendaraan bermuatan mungkin driver terlalu fokus melihat rute danmengabaikan rambu rambu lalu lintas,kalau tambah untukkendaraan muat barang soal kadang adajalan larang untukkendaraan muat mungkin driver terlalu fokus lihat rute danmengabaikan rambu rambu lalu lintas
Riri ayu Handayani,2,6/13/2024 6:53,"Kenapa Semarang linimasa sy tidak berjalan ya, danada tulisannya "" pergi pukul 06.52. padahal jam segitu saya dirumah dantidak meninggalkan tempat tersebut. Setelah adapilihan pencadangan akhirnya Maps saya tidak berfungsi dengan baik. Kembalikan ke pengaturan normal dong Maps nyaðŸ˜ˆ",negatif,"Semarang linimasa sy berjalan , danada tulisannya `` pergi pukul 06.52. padahal jam segitu dirumah dantidak meninggalkan tempat tersebut . adapilihan pencadangan akhirnya Maps berfungsi baik . Kembalikan pengaturan normal dong Maps nyaðŸ˜ˆ",semarang linimasa sy jalan danada tulis pergi pukul 06 52 padahal jam segitu rumah dantidak tinggal tempat sebut adapilihan cadang akhir maps fungsi baik kembali atur normal dong maps nya
Shodiek,1,6/12/2024 22:58,"Kacau maps nya, kalau sudah masuk gang pasti nyasar, dankadang tidak sesuai, biar alamat pinggir jalan raya besar juga di kasih nyasar, kan tidak nyambung... Mohon di tingkatkan lagi dong maps nya",negatif,"Kacau maps nya , kalau masuk gang nyasar , dankadang sesuai , biar alamat pinggir jalan raya besar kasih nyasar , kan nyambung ... Mohon tingkatkan dong maps nya",kacau maps nya kalau masuk gang nyasar dankadang sesuai biar alamat pinggir jalan raya besar kasih nyasar kan nyambung mohon tingkat dong maps nya
Sefti Winatia,5,6/12/2024 19:29,"google maps adalah aplikasi navigasi yang luar biasa, fitur pencarian lokasi yang akurat danpeta yang terperinci membuat perjalanan menjadi lebih mudah danefisien pokonya gmaps mantap, sangat membantu saat menuju alamat yang baru pertama kali di tuju",negatif,"google maps aplikasi navigasi luar biasa , fitur pencarian lokasi akurat danpeta terperinci membuat perjalanan menjadi lebih mudah danefisien pokonya gmaps mantap , sangat membantu menuju alamat baru pertama kali tuju",google maps aplikasi navigasi luar biasa fitur cari lokasi akurat danpeta perinci buat jalan jadi lebih mudah danefisien poko gmaps mantap sangat bantu tuju alamat baru pertama kali tuju
